url,category
https://m.media-amazon.com/images/I/71DsKbPnDmL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61GqRMR2kUL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71Vypk2oGqL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71wQHlB667L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71vKMFzyBCL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81Yd++GkKnL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61rYarrmArL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61+njR-zVyL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/517oIlRsYoL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61HXWlZcRxL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/6149aBH935L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71IUgs+TfHL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51w6ts8Vp5L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71kPTwHV98L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71q6yd626PL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61ax6DEFN8L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61B4OImO4aL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41v69z79xiL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71Af+zXn6iL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61AP79LMsjL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51Lv-fBWIQL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81kGmcmikTL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/619oKOowucL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/91PhVkYCsiL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51M5nB6J6jL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51mJZURl9eL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71VNd3JulqL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71Md0-j6YQL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61qFGeE1rEL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71Pz0xCKeAL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/21ZEB5jYbdL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41VqNJcul+L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61yx1foTHnL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41fy7ln1+pL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71APQ0y5paL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61bSuFMmzWL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/610ima4BeRL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81ID85cNVOL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/713ijML2c0L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/515KSHpFrCL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51ndW4UjgUL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61YUWP9i20L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71COkLi5I+L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/31YAUknqCSL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51cs8br1-eL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81sAe7kcVcL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/710oNAiMKUL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81ivj20ZAKL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71lgBe9NoUL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41xsqttr-sL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81UxwuVLNRL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61nmoAeGclL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61Z8htISPCL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61Mga76UFDL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51AOcW2XBoL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/614gcJvgpBL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41jcvq+Oi-L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61fsSJuK4pL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/91B70Js4I5L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71fGvHLHhcL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/716XyaMd3vL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81FWgVmG6ML._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/611nePvfgnL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81gn0E1ztWL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61QzVj9WBWL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/519vPZqmi5L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81o9ksMSjNL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/31vmg1-Z1PL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41fCRzWuF8L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81Z6SyhFADL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61xWc341m5L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51CrKMAYpaL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81yQIuyhnuL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61h5OMHZ5VL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71HFwhn3FNL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51sgHgZEAsL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81e6nba8QPL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61D5pnDsZkL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71OzHOuw6YL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51RH5Uty8gL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61iifUCmbGL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/5106EjsuHfL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51rwLIifB1L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51L+OeKZaKL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81DUwcQ9vFL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61KKa1CO7kL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81uCNJH0dQL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61XkHlOHaML._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71WKIcKGCPL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51QxNKp27oL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/51Zv-M7uB1L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/41YdKlsIaOL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/31m8OLNG7DL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/710maer5BqL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/614Q6iTbPdL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/71wJSxCmwoL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/415zcsInO4L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/A1NDE2+A8+L._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/5125BpmawbL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61ENah9q4GL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/81+aNicpCKL._AC_UL320_.jpg,bucket hat
https://m.media-amazon.com/images/I/61WbW-4oDsL._AC_UL320_.jpg,bucket hat
